variable,arguments,operators,expressions,loops,operands,exceptions,exception_clause,mccable_complex,id
19,9,52,52,9,50,0,0,34,38874
16,1,73,73,5,26,5,2,41,75858
11,1,29,29,7,17,0,0,22,60359
17,1,33,33,4,18,0,0,21,50215
14,1,52,52,3,16,0,0,11,47929
5,1,9,9,1,6,1,0,9,58625
22,2,52,52,11,27,1,1,35,73575
22,2,53,53,10,39,1,1,58,39336
5,1,5,5,0,6,0,0,5,41957
73,21,196,196,32,117,5,1,182,69528
14,3,47,47,8,22,0,0,18,40645
17,2,13,13,6,26,0,0,15,63125
22,2,37,37,4,36,2,1,45,51054
3,1,4,4,0,4,0,0,1,53069
14,8,43,43,8,47,0,2,36,56791
5,1,5,5,1,4,0,0,2,57883
67,10,126,126,21,116,3,4,109,70709
22,8,49,49,10,33,0,0,40,59464
7,1,10,10,3,8,0,0,9,49937
2,1,1,1,0,3,0,0,1,57929
8,1,16,16,3,14,0,0,8,63575
5,4,12,12,1,13,4,1,13,48625
10,1,18,18,4,18,0,0,15,65858
7,1,6,6,0,8,0,0,3,51404
30,12,77,77,10,58,0,3,63,70359
20,21,79,79,6,76,2,1,38,69482
11,3,38,38,5,15,0,0,29,47704
15,16,13,13,1,42,0,1,26,58808
4,1,22,22,1,5,0,0,3,46816
13,3,36,36,4,21,0,0,15,53317
8,1,5,5,2,18,0,0,8,66059
23,3,52,52,7,44,1,1,61,56115
10,5,18,18,2,23,0,1,20,54128
13,1,45,45,6,19,4,1,29,74967
76,40,193,193,32,180,24,5,128,69656
11,5,29,29,6,28,0,2,23,70027
6,1,12,12,2,8,0,1,11,47354
10,5,33,33,2,27,0,1,33,64434
85,17,122,122,20,98,0,2,74,50868
7,1,9,9,0,4,0,0,3,62919
6,2,21,21,1,8,0,0,4,54578
10,1,15,15,4,11,0,0,18,45693
3,1,1,1,0,5,0,0,1,42156
17,2,48,48,5,31,1,0,17,44981
17,7,27,27,8,26,1,0,26,71266
6,1,8,8,2,8,0,0,5,67648
20,1,21,21,6,20,0,0,13,65675
10,1,14,14,3,11,1,0,7,57704
11,2,62,62,10,27,0,4,40,76059
13,5,32,32,6,21,0,0,18,68047
14,1,20,20,0,16,0,0,7,46545
16,2,57,57,3,45,8,1,32,72919
19,1,15,15,4,32,1,0,10,70924
18,4,22,22,4,23,0,0,12,39048
9,1,12,12,3,10,0,0,7,67218
61,30,147,147,25,115,21,4,109,65225
10,7,24,24,3,23,0,0,21,55693
6,1,8,8,2,7,0,0,5,50491
4,1,7,7,1,5,0,0,3,57354
27,5,68,68,8,31,2,0,36,68417
27,4,54,54,12,41,9,0,40,40868
60,32,199,199,28,114,0,1,132,42855
7,1,11,11,2,8,0,0,7,60532
7,1,0,0,0,4,0,0,2,50184
17,1,18,18,3,18,0,1,9,74121
7,1,10,10,2,8,0,0,7,68102
4,1,2,2,0,5,0,0,1,46050
5,4,4,4,0,19,0,0,6,52443
23,11,43,43,11,72,0,2,44,55386
23,7,59,59,5,45,1,0,36,68552
36,11,52,52,9,63,14,12,44,74571
10,7,45,45,2,24,3,0,24,71289
37,42,120,120,12,178,0,1,124,65360
155,114,378,378,71,325,0,2,278,61323
22,1,47,47,9,30,0,0,31,50887
23,7,64,64,11,50,0,1,58,56050
11,2,15,15,3,14,0,0,11,75730
2,1,3,3,0,4,0,0,1,47641
35,6,38,38,5,27,0,0,25,40184
12,1,18,18,8,16,0,0,18,46953
45,19,94,94,16,105,1,2,98,60861
4,1,12,12,0,5,0,0,7,61773
17,2,32,32,5,21,2,0,22,69343
21,8,36,36,11,41,0,2,42,42013
15,10,43,43,7,77,0,4,43,75360
16,3,60,60,7,38,1,2,39,70162
18,6,35,35,4,29,0,0,19,52910
4,1,8,8,0,5,0,0,7,41516
9,1,27,27,1,12,2,0,33,69969
35,8,88,88,8,51,1,0,43,74658
5,1,30,30,0,6,0,0,10,50307
8,2,57,57,8,23,0,1,27,73467
6,1,6,6,1,7,0,0,3,39224
3,1,0,0,0,4,0,0,1,44714
12,1,31,31,5,16,0,0,16,74208
16,2,48,48,5,26,0,1,55,41146
10,3,34,34,6,24,6,0,38,46683
8,1,10,10,2,9,1,0,7,57568
2,1,7,7,1,3,1,0,3,52290
7,1,34,34,3,7,0,0,21,61909
2,1,2,2,0,3,0,0,6,55555
9,1,12,12,2,9,0,0,10,50757
46,51,189,189,23,215,0,0,140,53878
16,3,28,28,4,15,0,0,24,44344
31,4,57,57,7,43,0,1,31,46379
27,5,95,95,13,57,2,0,37,73037
11,3,13,13,3,15,0,0,11,54714
13,2,16,16,3,30,0,0,16,63467
7,3,28,28,3,18,1,0,12,55806
12,1,25,25,4,15,0,0,19,38435
12,1,35,35,5,13,1,0,16,40757
19,2,34,34,6,41,0,0,19,63037
7,1,0,0,0,4,0,0,2,56379
8,2,25,25,4,23,0,2,24,53481
74,41,123,123,12,169,0,1,139,57991
27,3,50,50,13,46,6,2,38,71909
33,12,122,122,14,63,1,2,92,59576
13,1,11,11,2,16,1,0,6,72626
7,1,14,14,3,9,0,0,9,48388
8,1,10,10,1,10,0,0,9,66720
10,4,34,34,3,25,0,4,35,59063
41,5,98,98,16,60,1,2,54,72333
6,1,15,15,3,8,0,1,12,38570
61,13,44,44,10,68,1,1,36,45040
6,1,5,5,1,7,0,0,3,42785
9,1,14,14,3,10,0,0,7,40242
2,1,2,2,0,3,0,0,2,47587
5,1,11,11,1,6,0,0,11,53194
12,1,9,9,1,9,0,0,5,55943
6,1,7,7,0,7,0,0,7,63522
53,8,148,148,21,79,0,3,119,63488
7,1,11,11,2,8,0,0,12,45410
9,1,16,16,4,10,1,0,11,69085
31,11,144,144,3,44,0,0,25,73871
141,96,466,466,55,647,2,5,462,72763
28,6,42,42,5,35,0,1,44,59433
6,1,9,9,2,7,0,0,7,50242
48,13,75,75,19,102,0,4,64,58672
6,1,8,8,1,7,0,0,5,59960
11,4,18,18,5,16,0,0,18,44651
6,1,19,19,2,7,0,0,7,41453
6,1,24,24,2,7,0,0,13,55040
3,1,2,2,1,4,1,0,3,67561
11,2,28,28,4,21,0,0,13,51900
36,1,57,57,9,37,1,1,36,68694
4,0,7,7,0,4,0,0,7,39731
17,5,41,41,5,26,0,2,39,44201
7,0,29,29,1,10,0,0,20,69986
25,4,85,85,12,44,1,0,49,73172
22,1,97,97,7,26,0,0,27,73488
16,1,30,30,6,24,0,0,26,49433
6,1,0,0,0,3,0,0,1,55410
2,1,1,1,0,3,0,0,3,63871
18,1,17,17,6,15,0,0,16,43751
10,1,26,26,2,12,0,0,14,44094
57,17,44,44,8,60,1,1,42,55685
7,1,11,11,2,8,0,0,5,52140
4,1,2,2,0,3,1,0,5,54997
5,1,17,17,0,6,0,0,3,43301
12,8,31,31,8,39,0,2,28,68051
9,1,6,6,2,10,1,0,8,74072
9,1,13,13,3,10,0,0,7,57712
4,1,3,3,0,5,0,0,5,56800
7,1,4,4,2,8,0,0,6,65399
22,1,44,44,8,21,2,1,40,71270
6,1,12,12,3,6,0,0,7,46103
4,2,8,8,1,16,0,2,10,42140
28,2,56,56,8,57,7,0,39,69210
44,11,114,114,20,77,0,1,100,61620
5,2,19,19,1,7,0,0,10,56553
3,1,7,7,1,4,0,0,3,51296
16,5,52,52,7,37,2,0,31,53751
9,1,13,13,1,12,0,0,17,52843
23,6,55,55,6,42,0,1,42,40487
8,1,11,11,2,9,0,0,11,47342
33,2,49,49,8,47,1,0,35,70031
33,21,67,67,10,128,0,3,64,74971
15,2,54,54,9,29,6,1,36,69640
59,53,248,248,32,238,0,0,181,42510
71,3,158,158,19,61,1,0,113,68952
24,5,65,65,11,44,0,2,67,75663
9,2,11,11,2,13,0,0,10,61270
7,1,8,8,2,10,0,0,8,64588
44,2,97,97,8,52,0,1,83,60898
9,1,32,32,0,10,0,0,5,46800
5,1,7,7,1,6,0,0,3,47712
22,8,34,34,4,30,0,0,20,52906
3,1,7,7,1,4,0,0,5,64567
28,2,64,64,11,47,6,0,35,72149
4,1,5,5,1,9,1,0,4,59219
15,0,28,28,4,15,0,0,20,75376
16,1,40,40,8,17,0,0,26,42005
16,4,45,45,5,27,0,1,25,48408
21,2,38,38,4,30,2,1,54,53244
85,19,192,192,30,177,1,0,107,70524
11,1,14,14,1,12,0,0,8,59649
6,3,54,54,4,14,0,0,29,40192
6,1,11,11,1,7,0,0,5,42455
9,3,20,20,2,22,0,2,21,40468
10,1,33,33,4,22,1,4,21,68817
16,9,19,19,2,37,0,5,21,51783
15,3,40,40,6,18,0,0,25,48058
16,30,87,87,2,82,0,0,53,61335
14,4,29,29,4,25,0,0,19,50891
4,5,30,30,0,11,0,0,13,65376
36,1,65,65,12,35,0,0,46,70877
49,1,92,92,11,46,1,0,48,73758
73,70,285,285,36,281,2,3,281,71765
14,3,25,25,5,19,0,0,21,42906
48,27,142,142,13,94,0,2,86,41629
17,6,38,38,7,33,0,1,37,60174
18,6,22,22,4,22,0,0,19,62149
2,1,2,2,0,3,0,0,2,57207
6,1,22,22,0,7,0,0,13,52455
35,20,175,175,11,93,0,1,56,66809
4,1,5,5,0,5,0,0,6,64834
5,1,5,5,1,6,0,0,2,50468
32,4,90,90,10,71,0,1,53,71335
11,1,10,10,2,12,0,0,7,40891
20,8,67,67,5,38,0,0,24,68114
9,1,9,9,2,10,0,0,8,56945
164,96,381,381,71,309,0,2,272,62519
8,3,22,22,1,17,0,2,14,49649
32,6,96,96,13,60,0,1,58,59560
14,3,57,57,9,28,5,2,38,73922
16,1,16,16,5,23,1,2,24,49999
40,4,90,90,6,61,0,0,35,56695
46,16,111,111,12,87,0,2,56,48371
11,1,13,13,2,8,0,0,6,63021
9,3,16,16,3,13,0,0,12,38589
12,1,20,20,4,13,0,0,17,40741
7,1,11,11,2,8,0,0,9,41853
13,1,28,28,5,15,1,0,23,69586
6,1,21,21,1,7,0,0,7,45113
18,0,53,53,8,25,0,0,29,72260
8,3,11,11,2,13,0,0,10,59130
16,3,32,32,8,30,8,0,30,51500
6,1,5,5,1,8,0,0,3,66673
13,8,16,16,2,29,0,0,16,63471
1,0,0,0,0,1,0,0,0,49833
36,14,65,65,9,56,21,0,64,73888
2,1,4,4,0,3,0,0,1,40311
7,1,13,13,3,8,0,0,9,38970
29,4,63,63,7,57,3,1,72,39662
14,3,24,24,4,26,0,2,23,43497
6,2,19,19,2,8,0,0,10,51853
11,5,33,33,3,23,0,1,30,52286
5,1,7,7,1,6,0,0,5,39398
34,5,157,157,17,77,0,1,86,41150
31,7,80,80,11,63,0,1,68,59999
6,1,11,11,2,7,0,0,5,39232
8,1,7,7,2,26,0,0,8,59833
7,1,13,13,2,8,0,0,10,58721
13,7,21,21,5,26,0,0,16,73471
13,1,34,34,6,14,0,0,13,45810
11,3,37,37,3,15,0,0,9,67598
6,1,10,10,1,7,1,0,12,62260
23,33,91,91,5,98,0,0,62,55113
23,1,59,59,10,24,1,0,25,41500
2,1,2,2,0,3,0,0,3,55406
10,2,31,31,3,23,1,1,42,63867
12,5,29,29,2,24,0,1,28,62775
56,32,159,159,27,105,0,1,132,43028
33,9,184,184,11,46,1,1,90,68378
14,6,52,52,5,20,0,0,31,41015
3,1,0,0,0,4,0,0,1,38835
68,4,121,121,16,46,2,0,77,73164
7,1,12,12,0,4,0,0,3,44217
4,2,3,3,1,7,0,0,5,53881
8,1,14,14,2,9,0,0,9,55056
18,5,38,38,4,46,1,0,18,75819
6,1,17,17,2,7,0,0,6,41445
13,5,19,19,2,22,0,1,16,59976
7,1,13,13,3,7,0,0,7,43182
280,205,682,682,158,670,8,2,622,44647
11,1,37,37,7,14,1,0,23,71509
16,1,20,20,5,19,5,0,15,73534
27,4,55,55,10,33,1,0,38,58664
12,1,16,16,3,13,0,0,12,54217
16,6,44,44,7,47,0,2,33,48234
17,2,42,42,4,30,1,1,51,59425
11,4,162,162,5,26,1,2,43,70748
6,1,12,12,1,8,0,0,11,45406
10,1,4,4,2,8,0,0,5,38136
8,1,10,10,5,21,0,0,10,69093
5,5,13,13,3,21,0,0,9,51015
11,2,13,13,2,15,0,0,10,63534
6,1,12,12,2,7,0,0,13,53182
7,1,11,11,1,8,0,0,13,49976
14,1,29,29,1,17,0,0,9,42269
0,1,2,2,0,2,0,0,1,47591
15,7,46,46,7,70,1,0,39,70318
4,1,4,4,0,5,0,0,3,67824
18,7,43,43,6,38,0,2,58,56380
13,5,41,41,3,25,0,1,40,65819
10,5,22,22,3,17,0,0,18,66736
68,2,78,78,11,41,1,1,79,54493
5,1,5,5,1,6,0,0,3,53356
10,3,75,75,4,21,1,2,36,70436
12,1,5,5,2,11,0,0,5,46857
63,14,161,161,25,90,1,2,127,58849
4,1,5,5,0,5,0,0,3,45778
17,2,28,28,3,30,2,1,47,42547
12,2,40,40,1,18,0,0,4,45282
27,2,61,61,11,38,1,0,34,75634
11,2,57,57,5,23,1,1,41,56154
12,1,16,16,0,9,0,0,17,50983
14,2,25,25,6,32,0,0,16,64475
2,1,1,1,0,3,0,0,1,45328
31,10,89,89,12,54,0,1,72,60965
18,1,131,131,4,22,0,0,34,62958
9,4,16,16,2,25,0,1,27,65634
40,17,86,86,15,92,0,2,73,52547
5,1,4,4,1,7,0,0,6,55282
3,1,3,3,0,4,0,0,1,39459
15,1,18,18,5,20,0,0,16,46154
15,0,38,38,4,19,0,0,14,44493
29,1,203,203,11,31,1,0,120,76018
17,1,3,3,0,5,0,0,2,50080
2,1,5,5,0,3,0,0,5,60436
18,11,32,32,6,44,0,0,26,56857
13,2,36,36,7,23,1,2,30,70965
15,2,56,56,5,17,0,0,25,46504
55,2,116,116,15,62,3,1,69,72958
24,10,66,66,10,57,0,3,64,71677
13,1,13,13,0,14,0,0,13,43706
4,1,2,2,0,6,0,0,1,43213
11,1,18,18,2,10,1,0,13,74160
12,0,25,25,6,24,5,1,24,71698
112,87,300,300,37,247,0,2,249,64863
13,4,12,12,1,13,0,0,16,52402
18,5,42,42,4,26,0,1,28,71362
160,114,393,393,72,330,0,2,302,42951
40,1,24,24,1,13,0,0,13,44186
41,12,95,95,11,77,0,0,51,57250
2,1,1,1,0,3,0,0,1,65321
39,15,90,90,18,76,0,1,82,46441
42,5,84,84,11,65,1,0,62,70820
7,0,16,16,3,15,5,1,14,71732
32,1,41,41,9,34,1,0,24,74863
16,1,36,36,7,18,0,0,31,69752
5,1,5,5,0,7,0,0,1,42402
55,18,68,68,16,71,1,0,58,68840
18,6,44,44,5,33,0,0,39,75771
23,30,82,82,3,85,0,0,57,56011
10,1,29,29,0,11,0,0,7,61698
24,10,54,54,8,49,2,0,37,75321
13,1,27,27,4,14,0,0,9,45797
20,9,60,60,9,44,1,2,51,42052
13,1,7,7,2,10,0,0,6,60820
7,1,13,13,0,8,0,0,3,54186
3,1,1,1,0,4,0,0,1,40595
26,8,82,82,5,54,7,2,39,70123
4,1,4,4,0,5,0,0,1,62237
5,1,9,9,0,6,0,0,7,49167
9,2,12,12,1,7,0,0,7,55144
17,7,45,45,11,54,0,2,36,57179
10,1,29,29,4,14,1,0,15,73426
6,0,7,7,0,6,0,0,0,67035
51,3,27,27,7,26,0,0,23,61948
4,1,15,15,1,5,0,0,12,57529
33,2,87,87,11,44,0,0,54,63975
18,9,40,40,8,25,0,0,44,49537
15,1,26,26,4,16,0,0,16,74249
3,1,6,6,0,4,1,0,5,58326
10,4,35,35,2,32,0,0,28,73076
82,30,157,157,16,175,0,1,122,46338
3,1,2,2,0,4,0,0,3,39635
51,8,20,20,6,41,1,1,23,44305
9,1,15,15,2,10,0,0,12,53839
4,1,2,2,0,5,0,0,1,67465
8,1,17,17,2,10,0,1,15,51804
12,1,10,10,2,22,0,0,7,48776
24,21,55,55,9,55,0,0,61,53090
3,1,6,6,0,4,0,0,6,54755
67,15,85,85,9,65,1,1,44,40346
13,1,49,49,4,14,0,0,9,42681
5,1,16,16,1,6,0,0,7,59167
42,1,158,158,31,43,1,0,91,72237
5,14,20,20,2,47,0,0,27,43993
7,3,8,8,1,11,0,0,6,56292
20,7,51,51,7,45,0,0,37,56338
178,113,408,408,83,364,0,2,295,54305
22,4,103,103,4,37,1,1,72,63076
7,1,5,5,2,15,0,0,5,48326
4,1,4,4,0,5,0,0,4,43839
23,0,60,60,10,26,0,1,32,75458
2,1,0,0,0,3,0,0,1,41804
7,4,7,7,3,12,0,0,9,59537
27,10,34,34,10,37,0,0,28,66274
22,1,44,44,9,23,1,0,41,51107
13,1,23,23,4,24,2,1,14,69494
20,2,101,101,9,38,1,1,65,38531
20,2,31,31,6,24,0,2,17,72372
110,22,316,316,31,169,1,1,150,59022
18,6,39,39,7,42,0,1,33,66761
6,1,10,10,2,7,0,0,9,63563
14,1,36,36,3,16,0,0,22,48633
347,246,895,895,203,833,8,2,762,59472
15,5,22,22,5,23,1,0,19,72722
21,11,106,106,12,48,9,1,71,42394
15,1,31,31,6,18,3,0,18,73830
9,1,20,20,5,14,0,0,13,66331
6,1,23,23,2,7,0,0,9,57895
20,1,24,24,6,21,0,0,18,51042
33,17,119,119,10,73,1,1,127,56787
27,8,88,88,11,56,2,1,73,48263
4,1,0,0,0,5,0,0,1,41941
2,1,3,3,1,5,0,0,4,59188
10,8,31,31,3,32,0,1,40,39320
9,1,8,8,1,10,0,0,5,44610
25,5,47,47,7,64,1,4,36,68285
4,1,5,5,1,5,0,0,5,58633
31,7,95,95,16,53,2,1,92,45902
11,1,24,24,3,14,0,0,11,50203
11,1,4,4,1,8,0,0,3,62372
17,8,30,30,3,32,2,0,16,73099
7,1,18,18,2,8,0,0,11,39770
17,10,40,40,7,36,0,0,25,43585
5,1,5,5,1,7,0,0,5,51941
9,1,9,9,1,10,0,0,5,41042
39,7,156,156,11,97,0,2,84,58799
12,1,25,25,3,11,0,0,17,63847
4,1,5,5,1,5,0,0,6,65090
8,1,9,9,1,9,0,0,5,41035
6,1,33,33,4,8,0,0,24,43008
7,1,7,7,0,8,0,0,9,39707
3,1,7,7,1,5,0,0,5,60292
5,1,7,7,1,6,0,0,7,51936
7,1,4,4,1,12,0,0,3,49055
14,1,56,56,7,23,5,1,32,75839
39,29,127,127,19,93,0,1,104,41465
22,7,64,64,6,44,5,1,41,68708
4,2,4,4,1,7,0,0,5,58644
67,36,105,105,10,142,0,1,108,45975
53,10,144,144,18,98,1,6,104,52249
23,6,26,26,4,39,0,1,24,54237
5,4,3,3,0,12,0,0,5,65993
30,6,29,29,9,54,1,1,27,63144
4,1,8,8,0,5,0,0,11,64681
26,1,81,81,10,30,1,0,39,70292
11,3,42,42,5,20,1,0,16,70768
44,1,134,134,3,45,1,0,21,73847
4,1,4,4,0,5,0,0,2,45426
49,17,169,169,20,87,2,8,121,61483
5,1,2,2,0,6,0,0,1,53008
5,2,6,6,1,8,0,0,8,57948
23,13,71,71,9,51,2,1,73,48644
12,5,38,38,3,26,0,1,39,49956
7,1,12,12,4,8,0,0,10,69119
7,1,13,13,3,8,0,0,10,38546
32,1,80,80,14,45,0,5,58,70338
50,16,206,206,16,70,1,0,132,72305
36,19,68,68,18,106,0,2,73,65839
13,1,12,12,2,10,0,0,9,53458
2,1,4,4,0,3,0,0,3,67804
8,1,24,24,2,9,0,0,21,66716
27,6,82,82,9,35,2,0,52,73902
29,7,81,81,11,51,2,1,78,54688
17,2,31,31,3,26,2,1,48,51170
6,1,5,5,1,9,0,0,3,54372
25,9,71,71,6,52,0,1,54,45099
6,1,11,11,2,7,0,0,13,38403
16,1,123,123,12,19,1,0,65,72240
8,1,2,2,1,5,0,0,2,59110
52,26,158,158,21,138,6,1,106,75585
22,5,69,69,9,39,0,1,51,51520
5,1,4,4,0,6,1,0,1,66653
3,2,15,15,1,14,0,1,16,48701
4,1,0,0,0,4,1,0,1,49813
212,145,469,469,93,445,4,2,393,40331
16,3,31,31,9,25,0,1,28,71895
3,1,7,7,1,3,0,0,3,38950
3,1,7,7,1,5,0,0,14,58351
18,2,54,54,6,29,0,1,56,55099
14,9,34,34,6,26,0,0,40,49540
5,1,2,2,0,6,0,0,3,44688
12,1,37,37,5,14,0,0,19,41170
3,0,3,3,0,3,0,0,1,59813
24,2,40,40,6,29,1,0,13,74394
8,1,7,7,1,6,0,0,3,67042
4,1,2,2,0,5,0,0,1,49110
53,12,95,95,21,83,0,1,85,65585
25,1,73,73,3,22,1,0,19,71196
13,5,31,31,3,25,0,0,18,52926
5,1,1,1,0,4,0,0,1,63282
24,3,72,72,11,33,0,3,39,72169
10,1,15,15,2,8,1,0,7,40018
14,1,51,51,10,18,0,0,34,61745
20,5,95,95,11,23,0,0,91,63778
28,1,86,86,12,34,2,1,67,56436
11,5,11,11,4,24,0,1,12,60857
76,43,124,124,13,185,0,1,145,53264
32,1,90,90,16,75,6,2,55,70504
3,1,26,26,2,4,0,0,19,47677
37,2,68,68,14,61,4,2,54,74814
2,1,19,19,1,4,0,0,11,40448
40,6,66,66,13,63,0,0,55,68837
80,13,94,94,14,87,0,2,66,56066
2,1,3,3,0,3,0,0,7,61315
159,114,375,375,73,337,0,2,278,52025
23,8,42,42,3,46,0,2,31,65356
14,3,14,14,2,19,0,0,9,46436
4,1,7,7,1,6,0,0,5,58428
49,47,110,110,13,268,5,0,122,73778
15,1,44,44,5,39,1,2,22,74547
12,1,26,26,5,13,1,0,16,42926
19,1,21,21,7,26,0,0,17,67691
58,11,36,36,9,55,1,1,32,49239
35,9,83,83,9,92,0,2,51,62169
10,1,40,40,1,11,0,0,5,60154
57,27,107,107,19,100,0,1,100,66983
7,1,9,9,2,8,0,0,5,49393
7,1,14,14,2,9,0,0,7,65706
8,1,8,8,0,5,0,0,5,52475
5,1,4,4,1,6,0,0,5,58078
10,7,16,16,1,19,0,0,17,68134
6,1,16,16,1,6,0,0,17,43264
6,1,5,5,1,7,0,0,5,57677
11,10,12,12,1,36,0,5,20,56965
30,9,133,133,16,61,0,1,86,62539
5,1,17,17,0,6,0,0,7,49669
28,3,69,69,4,33,0,2,43,60504
6,1,4,4,1,7,1,0,5,54958
11,1,6,6,2,8,0,0,6,58097
20,5,64,64,4,36,1,1,20,74402
37,24,87,87,16,79,0,1,89,39584
25,7,54,54,7,54,1,0,38,68421
13,1,7,7,1,6,0,0,6,43771
6,1,13,13,3,7,0,0,7,46089
187,134,447,447,79,424,0,2,341,48994
13,4,18,18,3,22,0,1,15,52160
6,1,9,9,2,7,0,0,6,57698
27,12,71,71,12,64,9,0,72,70912
19,4,25,25,3,31,0,1,31,68071
23,2,53,53,9,41,1,0,48,73797
8,4,8,8,1,17,0,1,11,56820
9,1,6,6,0,6,0,0,5,67384
29,1,42,42,2,26,0,0,5,65643
13,9,30,30,5,26,0,0,19,62186
59,13,42,42,11,64,1,1,42,64951
5,1,2,2,0,7,0,0,1,42160
10,1,17,17,3,8,0,0,16,47698
21,6,66,66,12,54,9,0,55,61600
10,4,23,23,2,21,0,1,14,60912
19,4,49,49,9,24,0,0,24,56573
12,1,7,7,1,9,0,0,5,53771
23,1,42,42,5,24,0,0,13,48097
21,1,28,28,3,16,0,0,11,64402
19,1,39,39,7,26,1,6,27,69660
7,1,0,0,0,4,0,0,6,42530
11,1,39,39,5,16,1,0,25,74951
16,3,24,24,6,41,9,0,25,72186
9,1,27,27,7,13,1,0,23,68972
79,4,103,103,16,73,0,2,69,56123
40,17,121,121,16,79,2,1,89,66595
5,1,12,12,1,6,0,0,11,63797
29,7,101,101,9,48,0,1,76,64052
23,5,76,76,8,42,0,1,56,53321
36,10,91,91,8,51,1,0,78,70441
18,3,30,30,5,22,1,0,14,72352
22,7,52,52,7,41,0,1,41,75497
38,25,106,106,9,110,1,0,82,67853
3,1,9,9,0,11,1,0,2,51432
6,1,3,3,1,7,0,0,4,61084
24,8,57,57,9,42,0,2,58,66741
9,1,15,15,4,10,0,0,11,55922
31,2,82,82,14,44,0,0,46,54630
16,5,29,29,4,29,0,1,31,40223
19,1,28,28,4,14,0,0,23,40389
21,3,43,43,2,26,0,1,27,45471
16,1,27,27,8,17,0,0,22,73810
71,45,200,200,28,204,0,1,188,66311
8,1,23,23,4,12,0,0,9,51062
23,5,61,61,3,31,1,0,33,51598
66,15,60,60,15,83,1,1,48,48243
23,8,55,55,7,46,0,1,50,63113
9,1,5,5,1,7,0,0,5,40673
11,21,65,65,1,52,0,0,70,59901
17,7,38,38,5,34,0,2,46,44630
19,7,45,45,4,46,0,1,30,74286
16,9,48,48,5,42,1,0,28,67150
7,1,11,11,4,12,0,0,11,49002
8,1,12,12,3,11,0,0,13,62352
6,4,10,10,2,11,0,0,9,65497
20,2,33,33,6,44,4,1,23,71084
3,1,8,8,1,4,0,0,6,41598
61,11,40,40,10,63,1,0,35,50389
9,1,10,10,1,10,0,0,5,41062
223,67,576,576,113,414,3,2,420,57159
23,7,78,78,7,44,0,1,55,55164
27,1,37,37,4,40,0,0,17,69908
16,1,48,48,11,17,0,0,41,44775
6,1,9,9,1,6,0,0,5,39245
10,1,15,15,3,9,0,0,13,59844
8,1,22,22,3,9,0,0,12,50366
1,1,11,11,0,2,0,0,1,67015
5,1,8,8,1,8,0,0,5,57509
30,21,74,74,12,67,0,1,74,63955
2,0,1,1,0,2,0,0,0,61968
1,0,3,3,0,1,0,0,0,55534
6,1,6,6,2,9,0,0,8,62647
48,7,24,24,4,39,1,1,20,41127
18,13,44,44,5,40,21,0,48,74269
27,11,61,61,15,82,0,3,56,71591
20,2,39,39,7,33,1,0,24,73056
17,2,61,61,7,25,0,1,47,74793
7,1,5,5,1,8,0,0,4,38907
3,1,2,2,0,4,1,0,2,39615
39,3,91,91,16,41,1,0,53,75881
82,29,151,151,15,164,0,1,119,46318
23,16,51,51,13,67,0,2,60,65478
16,0,56,56,8,16,1,0,46,51824
6,4,23,23,1,17,0,2,26,60380
8,1,18,18,2,6,0,0,13,53819
20,1,83,83,4,21,0,0,13,50736
12,1,10,10,2,13,0,0,7,48756
31,7,107,107,16,55,2,1,91,54775
2,1,3,3,0,3,0,0,1,56748
22,5,63,63,13,32,0,0,37,49844
22,6,37,37,6,31,2,0,20,75028
6,1,14,14,1,7,0,0,14,40366
24,6,55,55,6,40,0,2,38,45164
9,1,3,3,0,6,0,0,2,51577
280,130,761,761,148,638,1,2,547,66604
15,1,28,28,2,16,0,0,16,64639
14,4,47,47,4,19,0,0,29,65881
10,1,12,12,3,11,0,0,11,64793
118,18,166,166,30,121,0,2,158,40736
11,1,21,21,3,12,1,0,9,70380
32,7,115,115,14,50,1,3,65,73955
74,17,250,250,25,208,0,2,174,68163
3,1,1,1,0,6,0,0,1,57620
40,1,63,63,9,29,0,0,41,67296
7,1,7,7,2,8,0,0,7,56932
7,1,5,5,1,8,0,0,3,46031
20,6,40,40,5,28,0,0,35,42971
43,7,114,114,15,60,1,2,90,58185
9,1,28,28,2,13,1,0,9,74510
17,1,34,34,7,18,0,0,15,39496
27,2,63,63,9,31,2,0,27,68533
4,1,8,8,0,5,0,0,5,60103
22,4,93,93,5,42,0,1,46,52588
82,21,104,104,15,101,0,2,74,48886
8,5,55,55,4,26,4,0,37,52072
18,0,52,52,5,18,0,0,33,65301
23,5,46,46,3,27,0,0,15,49794
33,1,37,37,5,28,2,1,46,56898
9,3,38,38,4,16,2,0,23,70800
4,1,6,6,1,5,0,0,5,43399
22,2,38,38,8,47,1,0,22,69772
53,19,124,124,18,92,1,2,79,42422
19,1,38,38,7,22,0,0,24,74843
12,8,38,38,3,21,0,0,35,75751
19,1,36,36,4,21,0,1,15,68860
15,4,10,10,2,19,0,0,10,56031
15,6,57,57,4,23,0,0,13,63685
7,4,10,10,2,18,0,0,12,59794
67,55,260,260,34,251,0,0,189,46898
43,1,145,145,22,56,0,1,88,58886
24,9,41,41,8,39,0,2,26,69322
9,1,2,2,0,7,1,0,2,38287
7,1,9,9,3,8,0,0,7,61712
36,17,76,76,18,78,0,1,88,60800
